filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
100972.wav,0.6139618754386902,0.3371869623661041,2729.589161138229,2689.2456759069405,5897.10693359375,0.11137785734953703,19.64545440673828,72.50824737548828,3.5930888652801514,31.57737922668457,3.2196671962738037,13.665117263793945,0.06308671832084656,11.786210060119629,0.3604522943496704,7.8227925300598145,0.164542093873024,7.740011692047119,-0.6513464450836182,5.21101188659668,-2.795658826828003,4.472400188446045,-2.5836355686187744,3.323359489440918,-1.6818420886993408,3.8090686798095703,Electronic
100973.wav,0.5994136333465576,0.3757062256336212,2014.9868583578661,2324.5038344078826,4474.71923828125,0.06184217664930555,-52.30064392089844,96.82865142822266,6.898606300354004,28.56514549255371,10.517115592956543,14.433067321777344,4.565021514892578,12.997095108032227,6.428534030914307,11.004776954650879,4.831889629364014,9.83799934387207,1.5691317319869995,5.404128551483154,-1.2602250576019287,3.225942373275757,-2.503937244415283,2.795192003250122,-1.8410316705703735,2.709146499633789,Electronic
100975.wav,0.5940427780151367,0.19123399257659912,1634.0044233158126,2211.7272707190245,3503.7811279296875,0.03833459924768518,-166.02650451660156,106.74383544921875,23.516218185424805,32.452144622802734,11.807869911193848,15.24470329284668,5.8473734855651855,11.611048698425293,4.502772808074951,7.408831596374512,4.4087700843811035,6.63704776763916,6.444972515106201,14.206483840942383,11.55563735961914,9.919669151306152,3.5839290618896484,4.768290996551514,-3.6944026947021484,2.4286584854125977,Electronic
100976.wav,0.32883018255233765,0.10646554827690125,774.9271523979107,1138.1328961881763,1234.0220133463542,0.03651710792824074,-217.22030639648438,202.62156677246094,-7.611678600311279,6.153622627258301,1.221295714378357,12.871678352355957,5.292929649353027,20.612564086914062,1.806383490562439,-1.19883394241333,5.166126251220703,11.374286651611328,-0.8540095686912537,-1.223662257194519,-3.964465618133545,-0.3325180411338806,-9.68081283569336,-5.245614528656006,-4.782754898071289,15.642638206481934,Electronic
103600.wav,0.43896371126174927,0.22853752970695496,2229.810582833746,2706.2667526173723,5409.1705322265625,0.07720495153356481,-63.707584381103516,81.03096008300781,25.700016021728516,41.31393814086914,3.3310983180999756,14.751075744628906,2.1337671279907227,8.250929832458496,-1.1110621690750122,7.478283405303955,1.9104608297348022,9.491423606872559,1.2888915538787842,8.225028991699219,-0.6510502099990845,6.16555118560791,1.0550856590270996,10.32878303527832,3.6851792335510254,8.647435188293457,Electronic
104276.wav,0.5804011225700378,0.4568290114402771,3265.109739956703,3205.3693216712845,7436.9801839192705,0.10266565393518519,43.728328704833984,56.69062042236328,21.109180450439453,22.194345474243164,14.30093765258789,25.0709228515625,6.899127006530762,10.259781837463379,1.49422025680542,12.31142807006836,1.8796519041061401,5.464559555053711,-1.1935086250305176,3.2185025215148926,-2.206941843032837,4.889848709106445,-1.9693326950073242,4.004017353057861,-1.35174560546875,3.1000614166259766,Electronic
104277.wav,0.5012345314025879,0.3239744007587433,3016.977529838358,2959.5703696187384,6755.544026692708,0.11643473307291667,20.271974563598633,65.96937561035156,13.990602493286133,26.458580017089844,4.836096286773682,16.309720993041992,0.5355786681175232,10.405211448669434,-1.1139392852783203,10.48480224609375,2.4212841987609863,6.613105297088623,-1.659327507019043,7.8314666748046875,-1.1421724557876587,3.580092191696167,-5.059052467346191,2.4830822944641113,-2.6427571773529053,1.7187559604644775,Electronic
104278.wav,0.4864404797554016,0.15215693414211273,1807.219779660084,2572.752846747083,4620.267740885417,0.035454644097222224,-136.0876922607422,102.62934112548828,18.275959014892578,18.734121322631836,3.4854066371917725,11.017417907714844,-0.6572578549385071,10.643133163452148,5.964823246002197,9.390213966369629,3.535595417022705,8.61955451965332,-4.842967987060547,9.957520484924316,2.683797836303711,4.924825191497803,-0.7815756797790527,6.940358638763428,0.43708986043930054,2.855264902114868,Electronic
104279.wav,0.341531902551651,0.1383800059556961,2622.166591741427,2788.5948979380937,6079.9896240234375,0.12579345703125,-55.934326171875,85.53418731689453,3.4691667556762695,7.473598957061768,0.4254486560821533,7.104541301727295,-10.284828186035156,-3.8818435668945312,-6.604019641876221,-4.379858016967773,-13.318479537963867,-4.731256484985352,-7.843912601470947,-6.016407012939453,-8.721942901611328,-2.060138463973999,-7.7595438957214355,0.3724069893360138,-6.971158504486084,3.6226351261138916,Electronic
104282.wav,0.48317891359329224,0.258872926235199,1972.862263582916,2713.4747889160158,4674.49951171875,0.038594563802083336,-92.21202850341797,104.18952178955078,36.47398376464844,15.349065780639648,9.498958587646484,0.7402939796447754,5.675508499145508,16.640783309936523,5.371911525726318,15.254539489746094,7.8151021003723145,11.064006805419922,1.5170564651489258,3.483680486679077,2.5797886848449707,6.696322917938232,-5.479662895202637,1.2353720664978027,0.951995313167572,5.057110786437988,Electronic
104283.wav,0.5001828074455261,0.3294829726219177,1993.8220082352377,2150.3180293814567,3863.2161458333335,0.033506040219907406,-57.75336456298828,82.93046569824219,-51.59770965576172,24.474180221557617,23.84929656982422,14.098809242248535,6.905905723571777,24.516080856323242,7.885547161102295,16.502988815307617,7.640242576599121,17.597929000854492,5.248244762420654,10.89617919921875,6.055518627166748,7.036516189575195,3.6564760208129883,7.81175422668457,-0.21275807917118073,6.047431468963623,Electronic
104284.wav,0.48577645421028137,0.24185283482074738,3744.231114629794,3300.4489933497043,8011.6973876953125,0.10826054325810185,-62.57749938964844,24.61520767211914,20.995803833007812,25.006139755249023,14.644330024719238,13.487931251525879,12.231733322143555,16.497482299804688,5.834187984466553,17.289257049560547,8.766761779785156,11.75175666809082,0.8336010575294495,5.526604652404785,6.747396469116211,11.349931716918945,3.4936697483062744,7.5339436531066895,-6.441298961639404,-4.715999126434326,Electronic
105408.wav,0.4653925597667694,0.23914898931980133,2673.137594367739,2672.437462127206,5847.361246744792,0.1063526294849537,-19.022558212280273,72.34069061279297,6.355910778045654,38.09033203125,4.593632221221924,16.946752548217773,-5.522707462310791,9.143407821655273,-4.818721294403076,3.6457841396331787,-5.788153648376465,6.846435070037842,-1.2519749402999878,8.521953582763672,-1.57383394241333,3.774350881576538,-4.550622940063477,1.6073042154312134,-3.915269136428833,1.8623857498168945,Electronic
105411.wav,0.42065176367759705,0.2598469853401184,2854.703119890703,2838.701001142708,6250.909423828125,0.11646412037037036,-8.71023178100586,64.105712890625,-4.77338171005249,29.649259567260742,13.45384407043457,14.719796180725098,15.257744789123535,15.942625045776367,1.7657105922698975,6.053014755249023,-4.2037434577941895,3.0177929401397705,-1.3748245239257812,7.039548873901367,-2.30537748336792,2.7940845489501953,-0.9396955966949463,8.276537895202637,4.044323921203613,10.28690242767334,Electronic
105412.wav,0.4894481599330902,0.3181437849998474,2864.3593562867686,3013.249247481158,6736.802164713542,0.08919270833333333,-23.019630432128906,69.86663055419922,22.48765754699707,3.389822006225586,3.4674906730651855,32.54310607910156,12.708681106567383,10.171558380126953,-9.51587963104248,5.445409297943115,4.236199378967285,11.209308624267578,-0.30647262930870056,-1.9085930585861206,-5.33286190032959,8.576369285583496,3.453681707382202,4.086566925048828,-4.044981956481934,1.2800781726837158,Electronic
105413.wav,0.5623261332511902,0.34066396951675415,2509.1520302543486,2664.941928958071,5718.162027994792,0.08520055700231481,17.26535987854004,83.93846893310547,6.194103717803955,30.18898582458496,-3.965803861618042,12.282391548156738,-4.4004034996032715,10.572399139404297,-6.546141624450684,4.072117328643799,-4.024097919464111,0.920074462890625,-4.096639633178711,2.158773422241211,-2.817291736602783,2.701421022415161,-4.672036647796631,6.428411960601807,-3.030316114425659,1.9160059690475464,Electronic
105414.wav,0.5204187035560608,0.26244422793388367,2335.343015785883,2773.9085095409505,5832.7565511067705,0.08117223668981481,-35.78118133544922,95.74720764160156,21.728273391723633,18.781633377075195,3.5164647102355957,10.308012008666992,-3.2381014823913574,10.184210777282715,-4.704355239868164,5.264808177947998,-2.9430696964263916,9.854169845581055,-3.4965617656707764,6.950728893280029,-7.094052314758301,1.5890672206878662,-3.5001070499420166,3.974849224090576,-5.25864839553833,4.660849094390869,Electronic
105662.wav,0.3920276165008545,0.2194819301366806,892.5002838004605,1309.51895207561,1864.1672770182292,0.033008716724537035,-197.04383850097656,190.05706787109375,48.69755554199219,-5.320743083953857,-5.130400657653809,8.959770202636719,21.920475006103516,13.45712947845459,5.052507400512695,10.356205940246582,3.6945295333862305,5.6176676750183105,0.5052893757820129,5.222282886505127,3.687777280807495,8.006794929504395,7.669076919555664,3.486748695373535,-4.397922039031982,0.8896932005882263,Electronic
105664.wav,0.34290310740470886,0.19864390790462494,638.1935664201877,1083.7910286576853,1102.8289794921875,0.02518943504050926,-255.3386688232422,164.86241149902344,45.871826171875,21.17200469970703,6.297961711883545,10.549994468688965,12.752769470214844,12.51449203491211,8.29984188079834,4.791871070861816,-1.2859787940979004,0.6801442503929138,1.8762893676757812,4.918847560882568,-0.5968131422996521,-3.292722463607788,0.752840518951416,0.0685390904545784,-11.567399024963379,-4.406703948974609,Electronic
105670.wav,0.2703826427459717,0.0845174640417099,2337.350181674105,2412.0156390121583,4691.9952392578125,0.11981653284143519,-268.7923583984375,118.58403778076172,49.11869812011719,-2.372156858444214,2.880422353744507,-30.403783798217773,-28.157913208007812,-6.67707633972168,-23.535417556762695,-7.692929267883301,-35.08475112915039,-1.314888834953308,-13.205230712890625,-6.030240058898926,-20.269468307495117,0.0656602680683136,-14.715804100036621,-11.735542297363281,-15.403148651123047,-5.625522613525391,Electronic
105671.wav,0.49361681938171387,0.2086247205734253,1181.9255785889336,1799.7326575914137,2530.9488932291665,0.035979094328703706,-132.6131591796875,133.89776611328125,7.635455131530762,48.677825927734375,19.223966598510742,18.734180450439453,2.2960095405578613,7.877225399017334,5.2469096183776855,9.971558570861816,-1.1653547286987305,-3.7522764205932617,-2.8659448623657227,0.0986546203494072,-6.839447975158691,-3.5260512828826904,-2.889796018600464,3.701878309249878,-3.5514047145843506,-0.9402161836624146,Electronic
105672.wav,0.2478218525648117,0.14824078977108002,1090.0152104045253,1548.3503670106336,1924.8789469401042,0.038178620515046294,-175.69349670410156,143.0234832763672,-18.735593795776367,12.306511878967285,-16.397354125976562,1.4046462774276733,-15.06450080871582,-4.602042198181152,-6.334633827209473,-12.587196350097656,-6.207601547241211,-10.503419876098633,-19.213327407836914,-11.375846862792969,-12.148015022277832,-15.413273811340332,-16.247167587280273,-14.076691627502441,-24.976852416992188,-17.620046615600586,Electronic
105673.wav,0.32673606276512146,0.16443386673927307,1747.7819077250795,2262.460898499067,3931.853230794271,0.06002242476851852,-117.72314453125,117.41551208496094,8.307268142700195,29.043230056762695,9.420377731323242,6.986788272857666,-2.163346529006958,0.2775535583496094,-4.485600471496582,-7.861272811889648,-3.8586981296539307,2.990405321121216,-1.933789610862732,5.197994709014893,-4.1451334953308105,-7.161141872406006,-7.707631587982178,0.09985305368900299,-5.1427130699157715,1.0860724449157715,Electronic
105674.wav,0.4999973177909851,0.1731521040201187,1324.2529399008959,1237.4347163716739,2646.6400146484375,0.05778220847800926,-171.10711669921875,162.1256103515625,-98.12821197509766,47.15122604370117,19.800809860229492,6.547024250030518,48.57539749145508,32.122005462646484,20.70398712158203,22.978525161743164,8.22311019897461,10.071137428283691,2.0307343006134033,2.6847660541534424,-0.03950710594654083,-0.2938297390937805,-0.5800517797470093,2.8742871284484863,-0.10342001169919968,0.35964101552963257,Electronic
107125.wav,0.5202091336250305,0.10877014696598053,1649.5694653385892,2139.5958436094843,3531.6446940104165,0.03287082248263889,-208.87213134765625,95.07310485839844,-23.419694900512695,-0.10114698112010956,-4.9786248207092285,16.04085350036621,-3.1003737449645996,8.007423400878906,25.230806350708008,5.540889739990234,0.9844661951065063,26.20771598815918,8.020097732543945,10.67758560180664,10.82415771484375,15.669700622558594,7.503950119018555,13.959084510803223,8.868966102600098,12.65135669708252,Electronic
107126.wav,0.4210127294063568,0.0887976735830307,3180.2178906537133,2922.7735739326013,6877.166748046875,0.15196849681712962,-71.30589294433594,67.15830993652344,-4.557403087615967,2.1163926124572754,-9.64789867401123,6.431009292602539,0.34227049350738525,7.388157367706299,-1.1325684785842896,2.087371587753296,-6.158024311065674,-2.0548343658447266,-5.848627090454102,2.595921754837036,-7.219655513763428,-0.8579292297363281,-12.469218254089355,-5.778731346130371,-10.327356338500977,-0.43636757135391235,Electronic
107127.wav,0.46576136350631714,0.24215005338191986,406.3110721853271,1165.5808311527255,498.8026936848958,0.013414171006944444,-321.6563720703125,126.36734771728516,48.18552780151367,31.49726104736328,36.205116271972656,38.71633529663086,19.709383010864258,13.472407341003418,4.746188640594482,12.045048713684082,10.03744125366211,16.90945053100586,17.587684631347656,21.11507225036621,12.982470512390137,3.109513998031616,-4.1096882820129395,-0.231948122382164,4.53987455368042,5.477210521697998,Electronic
107128.wav,0.6039696931838989,0.2336282730102539,3125.8610100244073,2933.0152495845923,6658.0963134765625,0.08253309461805555,-44.53288269042969,46.11767578125,11.691634178161621,42.58495330810547,2.1350231170654297,10.32882022857666,7.920315265655518,18.89543342590332,6.350476264953613,5.820467472076416,3.0874552726745605,9.921775817871094,1.839942455291748,1.9447821378707886,-0.8403746485710144,6.859671115875244,0.7580614686012268,5.448974609375,3.317532539367676,8.284684181213379,Electronic
107129.wav,0.5948668718338013,0.05977446213364601,2923.3655754192614,2467.589295676757,5505.322265625,0.13658763744212962,-351.9458923339844,20.35423469543457,20.938291549682617,40.10735321044922,25.957935333251953,17.72868537902832,10.420796394348145,17.578264236450195,4.836076736450195,12.130871772766113,4.321413993835449,8.245948791503906,3.00907564163208,6.46418571472168,1.0481951236724854,4.811810493469238,1.2189879417419434,1.6832252740859985,-0.8570204973220825,1.1360684633255005,Electronic
107425.wav,0.3956274390220642,0.2769753634929657,2053.323379478263,2051.4748830091085,3921.9340006510415,0.11219844111689815,-169.0305938720703,103.77040100097656,18.968143463134766,12.56479263305664,1.801429271697998,10.450939178466797,-1.8783172369003296,2.2242987155914307,-0.6156646013259888,-3.2206923961639404,0.0765831395983696,-1.6555320024490356,-1.6291687488555908,-3.454969882965088,0.31527143716812134,5.68505859375,4.711035251617432,3.1887543201446533,0.7813953161239624,3.5948362350463867,Electronic
107426.wav,0.4168347418308258,0.15197528898715973,2647.4301052675605,2317.8111197601643,5125.4506429036455,0.13490125868055555,-216.6458740234375,58.13475036621094,36.01863479614258,22.63750457763672,1.8737112283706665,12.624164581298828,-2.255053997039795,3.770092487335205,-5.017319679260254,-1.1718298196792603,-6.277730464935303,-0.4451802670955658,-4.541330337524414,2.6011831760406494,-1.924426555633545,-0.26124703884124756,-5.443576335906982,-0.5981400012969971,-3.8071706295013428,-1.2642245292663574,Electronic
107427.wav,0.47538700699806213,0.1684153825044632,2492.95546439586,2971.7465994934714,6253.5512288411455,0.06867359302662036,-139.2122039794922,72.81491088867188,48.50450897216797,29.961185455322266,22.703031539916992,23.43172836303711,6.558069229125977,2.278218984603882,-8.029441833496094,6.977457523345947,-3.447657823562622,4.424154281616211,-5.228192329406738,3.1469686031341553,1.550965666770935,10.35462760925293,0.10483083128929138,8.385725975036621,0.36202359199523926,6.749562740325928,Electronic
107429.wav,0.3443523943424225,0.04531499370932579,2488.9459199123935,2604.4377988285933,5517.484537760417,0.0899386935763889,-264.1656494140625,75.80830383300781,13.070782661437988,21.122703552246094,4.006428241729736,12.791565895080566,1.2599074840545654,10.569392204284668,-0.12249275296926498,9.257390975952148,6.136836528778076,11.56154727935791,6.630884647369385,8.051633834838867,-11.359543800354004,-0.38877472281455994,-2.860219717025757,0.3284265100955963,-4.1961750984191895,1.5333503484725952,Electronic
107432.wav,0.26507049798965454,0.13025452196598053,1881.035779526241,2490.133728840599,4457.3232014973955,0.05622920283564815,-145.5797882080078,105.69956970214844,19.951339721679688,22.737648010253906,5.953058242797852,4.267260551452637,-6.041095733642578,-0.16174055635929108,-4.407751083374023,3.2828142642974854,3.500235080718994,4.391223430633545,-8.615904808044434,1.629590630531311,-4.836196422576904,-1.6344126462936401,-4.7883124351501465,0.24671201407909393,0.8267796635627747,7.892126083374023,Electronic
107433.wav,0.4562213122844696,0.19129954278469086,1966.0327069082316,2081.3985202534363,4064.641316731771,0.09101019965277778,-92.76542663574219,112.450439453125,-6.059329032897949,26.191267013549805,-8.482954025268555,17.637365341186523,-3.0480408668518066,5.051787853240967,3.0534002780914307,8.003815650939941,-3.494894027709961,2.5030477046966553,-3.26476788520813,3.02268123626709,-5.150973320007324,-0.8225319981575012,-4.699362754821777,0.8007177710533142,-2.759791374206543,1.2302147150039673,Electronic
107434.wav,0.33315446972846985,0.239143505692482,2936.746488298767,2743.950677720638,6195.979817708333,0.11000569661458333,-26.87618637084961,60.93146896362305,-7.766585350036621,6.610045433044434,-3.8184330463409424,10.296370506286621,-0.9088222980499268,3.5733978748321533,-5.358987808227539,-1.0320042371749878,-4.977422714233398,3.3438234329223633,-1.6845604181289673,-1.3124282360076904,-4.145291805267334,3.3305540084838867,1.9990949630737305,11.207117080688477,-4.891777992248535,-0.6026672124862671,Electronic
107435.wav,0.47168007493019104,0.09136655926704407,2388.2167757474926,2380.3013136043337,4927.913411458333,0.09935619212962964,-267.9546203613281,58.08354949951172,8.882701873779297,39.99288558959961,3.312556505203247,18.021434783935547,2.8806276321411133,4.956378936767578,4.261785984039307,5.614742755889893,4.129372596740723,4.705176830291748,2.326162576675415,1.5838900804519653,-3.118421792984009,1.68581223487854,-1.9987525939941406,2.5221786499023438,-0.9462014436721802,-1.1808756589889526,Electronic
107613.wav,0.4422069489955902,0.10073237866163254,2224.0630819030303,1996.8463743673246,4208.1960042317705,0.1184421115451389,-149.38201904296875,109.71204376220703,-35.57624435424805,39.265201568603516,0.36926665902137756,-0.3252186179161072,-4.540329456329346,3.0912036895751953,-3.2555177211761475,-5.414740085601807,-9.22542667388916,0.9572532176971436,-7.985390663146973,-2.345834493637085,-4.419595241546631,-5.9652485847473145,-10.860642433166504,-8.649900436401367,-5.459714412689209,3.1427078247070312,Electronic
107616.wav,0.5441705584526062,0.2650485634803772,2147.555566502075,2022.644465813509,3978.6580403645835,0.1094631618923611,8.890905380249023,100.6216812133789,-39.164894104003906,43.77224349975586,7.9015045166015625,6.012777805328369,-3.4039499759674072,11.91042709350586,1.2208136320114136,5.385867595672607,-7.415492534637451,5.771996974945068,-4.992610454559326,1.880940318107605,-3.7071919441223145,5.979068279266357,1.7099303007125854,-0.6538920998573303,-2.1119439601898193,4.614175319671631,Electronic
107617.wav,0.507840096950531,0.2533170282840729,489.91667621956356,1114.5533581023296,744.8893229166666,0.014829282407407407,-262.8360900878906,180.07164001464844,48.461883544921875,36.8781623840332,32.02018356323242,10.996270179748535,16.36349868774414,20.856454849243164,9.954980850219727,-8.370871543884277,-2.927565336227417,5.147042751312256,3.1704909801483154,11.40001106262207,13.365248680114746,5.410309791564941,-3.2950239181518555,0.38303205370903015,-10.719779014587402,5.371336936950684,Electronic
107804.wav,0.46668440103530884,0.20985892415046692,2210.187845307429,2540.474802100675,5209.539794921875,0.09562626591435185,-53.822654724121094,89.56660461425781,13.566887855529785,45.47187042236328,4.419107913970947,9.525776863098145,-2.92911958694458,24.05057716369629,-1.3961564302444458,8.661622047424316,-2.1329259872436523,-0.15892070531845093,-18.029598236083984,-2.350740432739258,-3.534864664077759,1.1930360794067383,-3.137840747833252,6.944982528686523,-6.32668399810791,-3.532870292663574,Electronic
107908.wav,0.4183957576751709,0.12036477029323578,1521.5908195999295,1966.9105302953128,3282.667032877604,0.05947310836226852,-154.3043670654297,150.4478759765625,18.43069839477539,14.935063362121582,4.80898380279541,9.93954086303711,-2.18770432472229,4.353762149810791,-3.975909948348999,-0.6357312202453613,-1.0349832773208618,-1.3234037160873413,-6.122562408447266,0.8296777009963989,-8.274725914001465,3.490878105163574,-2.9217281341552734,1.771931529045105,-1.6678639650344849,2.792567014694214,Electronic
107909.wav,0.3416864275932312,0.10753817856311798,1970.565174057336,2375.9359401067272,4485.087076822917,0.07346598307291667,-135.6446990966797,111.45770263671875,10.648453712463379,29.260940551757812,5.412038326263428,14.255274772644043,3.84688401222229,9.746376037597656,-2.418760061264038,4.9032511711120605,-9.003442764282227,-5.084067344665527,-6.966794490814209,2.542898654937744,-2.2654576301574707,-0.3570497930049896,-10.453712463378906,-4.046652793884277,-4.278219699859619,3.0603044033050537,Electronic
107910.wav,0.3897853493690491,0.20281879603862762,2010.702021215747,2604.2772981232006,4668.218994140625,0.061430754484953706,-165.31141662597656,97.9617691040039,57.08692932128906,22.677873611450195,5.57838249206543,26.96607208251953,20.10684585571289,27.43842315673828,1.5258857011795044,-5.042529106140137,2.6269724369049072,14.828682899475098,6.742247581481934,11.493553161621094,1.9825953245162964,7.742130756378174,-1.9364646673202515,5.977733135223389,-5.67241096496582,-11.94108772277832,Electronic
107911.wav,0.29736828804016113,0.09066763520240784,1836.0260977237801,2435.621423791466,4440.3757731119795,0.07151059751157407,-173.02659606933594,106.56953430175781,26.731538772583008,28.070194244384766,5.831334590911865,9.291268348693848,-9.100244522094727,1.0591726303100586,-9.881409645080566,2.3806347846984863,-5.5616536140441895,-0.7946571111679077,-9.4420747756958,-2.699378728866577,-13.395184516906738,-2.4990737438201904,-4.331704616546631,0.37620022892951965,-3.0809056758880615,2.957873582839966,Electronic
107912.wav,0.29352888464927673,0.06427694857120514,399.35642954961514,714.4000148751148,627.7028401692709,0.018457483362268517,-461.46002197265625,170.46083068847656,45.41189956665039,19.420536041259766,26.696882247924805,16.987642288208008,2.5328481197357178,-2.618008852005005,-1.0406392812728882,4.775828838348389,6.828009605407715,9.699824333190918,17.158449172973633,18.77378273010254,8.690568923950195,-6.052492618560791,-13.00639533996582,-5.535420894622803,1.1922142505645752,-5.38185453414917,Electronic
107913.wav,0.3741385042667389,0.0628996416926384,3951.6910091038103,3115.517179853566,7765.5609130859375,0.2628580729166667,-153.98602294921875,53.72408676147461,42.33072280883789,-5.319543838500977,-11.804296493530273,-7.097860813140869,-17.52899932861328,0.42257171869277954,-9.16136646270752,1.8483405113220215,-6.915673732757568,0.9597931504249573,-2.2198729515075684,3.128014087677002,-11.927647590637207,-12.861534118652344,-17.781539916992188,-2.9807159900665283,-2.4069807529449463,4.520946979522705,Electronic
